word 	 start 	 end 	 duration 	 confidence 	 file 
Smith 	 87.38 	 87.74 	 0.35999999999999943 	 0.997 	  Main4 
the 	 87.74 	 87.96 	 0.21999999999999886 	 0.553 	  Main4 
undefeated. 	 87.96 	 88.58 	 0.6200000000000045 	 0.94 	  Main4 
Inscrutable 	 88.9 	 89.54 	 0.6400000000000006 	 0.644 	  Main4 
to 	 89.54 	 89.74 	 0.19999999999998863 	 0.995 	  Main4 
the 	 89.74 	 89.88 	 0.14000000000000057 	 0.997 	  Main4 
last. 	 89.88 	 90.2 	 0.3200000000000074 	 0.948 	  Main4 
We're 	 2.62 	 2.9 	 0.2799999999999998 	 0.595 	  Marine 
going 	 2.9 	 3.24 	 0.3400000000000003 	 0.98 	  Marine 
through. 	 3.24 	 3.7 	 0.45999999999999996 	 0.98 	  Marine 
The 	 3.96 	 4.22 	 0.2599999999999998 	 0.549 	  Marine 
commander's 	 4.22 	 4.82 	 0.6000000000000005 	 0.795 	  Marine 
voice 	 4.82 	 5.1 	 0.27999999999999936 	 0.995 	  Marine 
was 	 5.1 	 5.36 	 0.2600000000000007 	 0.98 	  Marine 
like 	 5.36 	 5.66 	 0.2999999999999998 	 0.972 	  Marine 
thin 	 5.66 	 5.88 	 0.21999999999999975 	 0.969 	  Marine 
ice 	 5.88 	 6.16 	 0.28000000000000025 	 0.969 	  Marine 
breaking. 	 6.16 	 6.58 	 0.41999999999999993 	 0.513 	  Marine 
He 	 7.44 	 7.76 	 0.3199999999999994 	 0.671 	  Marine 
wore 	 7.76 	 8.04 	 0.27999999999999936 	 0.985 	  Marine 
his 	 8.04 	 8.3 	 0.26000000000000156 	 0.967 	  Marine 
full 	 8.3 	 8.54 	 0.23999999999999844 	 0.821 	  Marine 
dress 	 8.54 	 8.8 	 0.26000000000000156 	 0.44 	  Marine 
uniform, 	 8.8 	 9.34 	 0.5399999999999991 	 0.535 	  Marine 
with 	 9.72 	 10 	 0.27999999999999936 	 0.993 	  Marine 
the 	 10 	 10.1 	 0.09999999999999964 	 0.904 	  Marine 
heavily 	 10.1 	 10.4 	 0.3000000000000007 	 0.946 	  Marine 
braided 	 10.4 	 10.82 	 0.41999999999999993 	 0.908 	  Marine 
white 	 10.82 	 11.16 	 0.33999999999999986 	 0.954 	  Marine 
cap 	 11.16 	 11.48 	 0.3200000000000003 	 0.924 	  Marine 
pulled 	 11.48 	 11.78 	 0.29999999999999893 	 0.937 	  Marine 
down 	 11.78 	 12.12 	 0.33999999999999986 	 0.985 	  Marine 
rakeishly 	 12.12 	 12.66 	 0.5400000000000009 	 0.633 	  Marine 
over 	 12.66 	 13.02 	 0.35999999999999943 	 0.987 	  Marine 
one 	 13.02 	 13.38 	 0.3600000000000012 	 0.963 	  Marine 
cold 	 13.38 	 13.64 	 0.2599999999999998 	 0.955 	  Marine 
gray 	 13.64 	 14 	 0.35999999999999943 	 0.51 	  Marine 
eye. 	 14 	 14.4 	 0.40000000000000036 	 0.979 	  Marine 
We 	 14.7 	 14.9 	 0.20000000000000107 	 0.832 	  Marine 
can't 	 14.9 	 15.24 	 0.33999999999999986 	 0.978 	  Marine 
make 	 15.24 	 15.48 	 0.2400000000000002 	 0.829 	  Marine 
it, 	 15.48 	 15.72 	 0.2400000000000002 	 0.568 	  Marine 
sir. 	 15.98 	 16 	 0.019999999999999574 	 0.509 	  Marine 
It's 	 16.4 	 16.76 	 0.360000000000003 	 0.972 	  Marine 
spoiling 	 16.76 	 17.18 	 0.41999999999999815 	 0.983 	  Marine 
for 	 17.18 	 17.42 	 0.240000000000002 	 0.999 	  Marine 
a 	 17.42 	 17.58 	 0.1599999999999966 	 0.647 	  Marine 
hurricane 	 17.58 	 17.96 	 0.38000000000000256 	 0.987 	  Marine 
if 	 17.96 	 18.32 	 0.35999999999999943 	 0.574 	  Marine 
you 	 18.32 	 18.5 	 0.17999999999999972 	 0.998 	  Marine 
ask 	 18.5 	 18.76 	 0.26000000000000156 	 0.967 	  Marine 
me. 	 18.76 	 19.08 	 0.31999999999999673 	 0.996 	  Marine 
I'm 	 19.42 	 19.68 	 0.259999999999998 	 0.857 	  Marine 
not 	 19.68 	 19.94 	 0.26000000000000156 	 0.998 	  Marine 
asking 	 19.94 	 20.28 	 0.33999999999999986 	 0.999 	  Marine 
you 	 20.28 	 20.64 	 0.35999999999999943 	 0.99 	  Marine 
Lieutenant 	 20.64 	 21.06 	 0.41999999999999815 	 0.47 	  Marine 
Berg, 	 21.06 	 21.56 	 0.5 	 0.455 	  Marine 
said 	 22.1 	 22.24 	 0.13999999999999702 	 0.788 	  Marine 
the 	 22.24 	 22.36 	 0.120000000000001 	 0.845 	  Marine 
commander. 	 22.36 	 22.78 	 0.4200000000000017 	 0.85 	  Marine 
The 	 23.4 	 23.52 	 0.120000000000001 	 0.143 	  Marine 
row 	 23.52 	 23.68 	 0.16000000000000014 	 0.698 	  Marine 
on 	 23.68 	 23.92 	 0.240000000000002 	 0.994 	  Marine 
the 	 23.92 	 24.06 	 0.13999999999999702 	 0.992 	  Marine 
power 	 24.06 	 24.36 	 0.3000000000000007 	 0.986 	  Marine 
lights, 	 24.36 	 25 	 0.6400000000000006 	 0.776 	  Marine 
rev 	 25.32 	 25.48 	 0.16000000000000014 	 0.578 	  Marine 
her 	 25.48 	 25.68 	 0.1999999999999993 	 0.985 	  Marine 
up 	 25.68 	 25.86 	 0.17999999999999972 	 0.994 	  Marine 
to 	 25.86 	 26.08 	 0.21999999999999886 	 0.997 	  Marine 
8500. 	 26.08 	 27.14 	 1.0600000000000023 	 0.702 	  Marine 
We're 	 27.8 	 28.02 	 0.21999999999999886 	 0.933 	  Marine 
going 	 28.02 	 28.36 	 0.33999999999999986 	 0.995 	  Marine 
through 	 28.36 	 29 	 0.6400000000000006 	 0.99 	  Marine 
the 	 29 	 29.34 	 0.33999999999999986 	 0.561 	  Marine 
pounding 	 29.34 	 29.78 	 0.4400000000000013 	 0.964 	  Marine 
of 	 29.78 	 30 	 0.21999999999999886 	 0.986 	  Marine 
the 	 30 	 30.16 	 0.16000000000000014 	 0.97 	  Marine 
cylinders 	 30.16 	 30.62 	 0.46000000000000085 	 0.602 	  Marine 
increased. 	 30.62 	 31.36 	 0.7399999999999984 	 0.364 	  Marine 
Topac 	 32.08 	 32.52 	 0.44000000000000483 	 0.172 	  Marine 
at 	 32.52 	 32.6 	 0.0799999999999983 	 0.154 	  Marine 
a 	 32.6 	 32.8 	 0.19999999999999574 	 0.747 	  Marine 
pocket, 	 32.8 	 33.02 	 0.22000000000000597 	 0.917 	  Marine 
a 	 33.02 	 33.12 	 0.09999999999999432 	 0.581 	  Marine 
pocket, 	 33.12 	 33.46 	 0.3400000000000034 	 0.99 	  Marine 
a 	 33.5 	 33.52 	 0.020000000000003126 	 0.696 	  Marine 
pocket, 	 33.52 	 33.84 	 0.3200000000000003 	 0.996 	  Marine 
a 	 33.92 	 33.94 	 0.01999999999999602 	 0.559 	  Marine 
pocket. 	 33.94 	 34.22 	 0.28000000000000114 	 0.996 	  Marine 
The 	 34.56 	 34.9 	 0.3399999999999963 	 0.859 	  Marine 
commander 	 34.9 	 35.38 	 0.480000000000004 	 0.961 	  Marine 
stared 	 35.38 	 35.84 	 0.46000000000000085 	 0.757 	  Marine 
at 	 35.84 	 36.04 	 0.19999999999999574 	 0.996 	  Marine 
the 	 36.04 	 36.28 	 0.240000000000002 	 0.996 	  Marine 
ice 	 36.28 	 36.52 	 0.240000000000002 	 0.991 	  Marine 
forming 	 36.52 	 37 	 0.4799999999999969 	 0.958 	  Marine 
on 	 37 	 37.24 	 0.240000000000002 	 0.984 	  Marine 
the 	 37.24 	 37.38 	 0.14000000000000057 	 0.991 	  Marine 
pilot 	 37.38 	 37.68 	 0.29999999999999716 	 0.974 	  Marine 
window. 	 37.68 	 38.1 	 0.4200000000000017 	 0.984 	  Marine 
He 	 38.52 	 38.74 	 0.21999999999999886 	 0.971 	  Marine 
walked 	 38.74 	 39.02 	 0.28000000000000114 	 0.989 	  Marine 
over 	 39.02 	 39.4 	 0.37999999999999545 	 0.999 	  Marine 
and 	 39.4 	 39.66 	 0.259999999999998 	 0.997 	  Marine 
twisted 	 39.66 	 40.04 	 0.38000000000000256 	 0.975 	  Marine 
a 	 40.04 	 40.3 	 0.259999999999998 	 0.98 	  Marine 
row 	 40.3 	 40.54 	 0.240000000000002 	 0.993 	  Marine 
of 	 40.54 	 40.76 	 0.21999999999999886 	 0.997 	  Marine 
complicated 	 40.76 	 41.28 	 0.5200000000000031 	 0.989 	  Marine 
dials. 	 41.28 	 42.24 	 0.9600000000000009 	 0.883 	  Marine 
Switch 	 42.24 	 42.78 	 0.5399999999999991 	 0.694 	  Marine 
on 	 42.78 	 43.02 	 0.240000000000002 	 0.985 	  Marine 
number 	 43.02 	 43.32 	 0.29999999999999716 	 0.665 	  Marine 
eight 	 43.32 	 43.56 	 0.240000000000002 	 0.547 	  Marine 
auxiliary, 	 43.56 	 44.24 	 0.6799999999999997 	 0.961 	  Marine 
he 	 44.78 	 44.88 	 0.10000000000000142 	 0.942 	  Marine 
shouted. 	 44.88 	 45.26 	 0.37999999999999545 	 0.982 	  Marine 
Switch 	 45.8 	 46.14 	 0.3400000000000034 	 0.759 	  Marine 
on 	 46.14 	 46.42 	 0.28000000000000114 	 0.989 	  Marine 
number 	 46.42 	 46.74 	 0.3200000000000003 	 0.992 	  Marine 
eight 	 46.74 	 47.06 	 0.3200000000000003 	 0.884 	  Marine 
auxiliary, 	 47.06 	 47.74 	 0.6799999999999997 	 0.985 	  Marine 
repeated 	 48.36 	 48.8 	 0.4399999999999977 	 0.97 	  Marine 
Lieutenant 	 48.8 	 49.28 	 0.480000000000004 	 0.714 	  Marine 
Berg, 	 49.28 	 49.78 	 0.5 	 0.976 	  Marine 
full 	 50.32 	 50.48 	 0.1599999999999966 	 0.972 	  Marine 
strength 	 50.48 	 50.98 	 0.5 	 0.959 	  Marine 
in 	 50.98 	 51.28 	 0.30000000000000426 	 0.977 	  Marine 
number 	 51.28 	 51.56 	 0.28000000000000114 	 0.978 	  Marine 
three 	 51.56 	 51.88 	 0.3200000000000003 	 0.918 	  Marine 
turret. 	 51.88 	 52.3 	 0.4199999999999946 	 0.916 	  Marine 
shouted 	 53 	 53.36 	 0.35999999999999943 	 0.413 	  Marine 
the 	 53.36 	 53.58 	 0.21999999999999886 	 0.986 	  Marine 
commander. 	 53.58 	 53.96 	 0.38000000000000256 	 0.995 	  Marine 
Full 	 54.58 	 54.8 	 0.21999999999999886 	 0.881 	  Marine 
strength 	 54.8 	 55.32 	 0.5200000000000031 	 0.996 	  Marine 
in 	 55.32 	 55.66 	 0.3399999999999963 	 0.997 	  Marine 
number 	 55.66 	 55.98 	 0.3200000000000003 	 0.996 	  Marine 
three 	 55.98 	 56.36 	 0.38000000000000256 	 0.987 	  Marine 
turret. 	 56.36 	 56.74 	 0.38000000000000256 	 0.998 	  Marine 
The 	 56.92 	 57.38 	 0.46000000000000085 	 0.895 	  Marine 
crew 	 57.38 	 57.96 	 0.5799999999999983 	 0.998 	  Marine 
bending 	 57.96 	 58.54 	 0.5799999999999983 	 0.565 	  Marine 
to 	 58.54 	 58.76 	 0.21999999999999886 	 0.977 	  Marine 
their 	 58.76 	 58.92 	 0.1600000000000037 	 0.993 	  Marine 
various 	 58.92 	 59.32 	 0.3999999999999986 	 0.944 	  Marine 
tasks 	 59.32 	 59.8 	 0.4799999999999969 	 0.75 	  Marine 
in 	 59.8 	 60 	 0.20000000000000284 	 0.897 	  Marine 
the 	 60 	 60.26 	 0.259999999999998 	 0.911 	  Marine 
huge, 	 60.26 	 60.76 	 0.5 	 0.83 	  Marine 
hurtling 	 61.06 	 61.52 	 0.46000000000000085 	 0.774 	  Marine 
eight-engineed 	 61.52 	 62.26 	 0.7399999999999949 	 0.571 	  Marine 
Navy 	 62.26 	 62.56 	 0.30000000000000426 	 0.591 	  Marine 
Hydroplane, 	 62.56 	 63.5 	 0.9399999999999977 	 0.808 	  Marine 
looked 	 63.78 	 64.1 	 0.3199999999999932 	 0.956 	  Marine 
at 	 64.1 	 64.28 	 0.18000000000000682 	 0.997 	  Marine 
each 	 64.28 	 64.46 	 0.1799999999999926 	 0.999 	  Marine 
other 	 64.46 	 64.68 	 0.22000000000001307 	 0.998 	  Marine 
and 	 64.68 	 64.94 	 0.2599999999999909 	 0.923 	  Marine 
grinned. 	 64.94 	 65.5 	 0.5600000000000023 	 0.676 	  Marine 
The 	 65.76 	 65.88 	 0.11999999999999034 	 0.901 	  Marine 
old 	 65.88 	 66.12 	 0.2400000000000091 	 0.962 	  Marine 
man 	 66.12 	 66.34 	 0.21999999999999886 	 0.798 	  Marine 
will 	 66.34 	 66.54 	 0.20000000000000284 	 0.518 	  Marine 
get 	 66.54 	 66.7 	 0.1599999999999966 	 0.982 	  Marine 
us 	 66.7 	 67.02 	 0.3199999999999932 	 0.991 	  Marine 
through. 	 67.02 	 67.54 	 0.5200000000000102 	 0.898 	  Marine 
They 	 68 	 68.26 	 0.2600000000000051 	 0.722 	  Marine 
said 	 68.26 	 68.48 	 0.21999999999999886 	 0.997 	  Marine 
to 	 68.48 	 68.66 	 0.1799999999999926 	 0.99 	  Marine 
one 	 68.66 	 68.8 	 0.14000000000000057 	 0.938 	  Marine 
another, 	 68.8 	 69.22 	 0.4200000000000017 	 0.999 	  Marine 
the 	 69.8 	 69.86 	 0.060000000000002274 	 0.926 	  Marine 
old 	 69.86 	 70.12 	 0.2600000000000051 	 0.997 	  Marine 
man 	 70.12 	 70.46 	 0.3399999999999892 	 0.998 	  Marine 
ain't 	 70.46 	 70.82 	 0.35999999999999943 	 0.668 	  Marine 
afraid 	 70.82 	 71.04 	 0.22000000000001307 	 0.987 	  Marine 
of 	 71.04 	 71.28 	 0.23999999999999488 	 0.999 	  Marine 
hell. 	 71.28 	 71.6 	 0.3199999999999932 	 0.927 	  Marine 
It's 	 0.72 	 1.04 	 0.32000000000000006 	 0.736 	  Medical 
the 	 1.04 	 1.18 	 0.1399999999999999 	 0.977 	  Medical 
millionaire 	 1.18 	 1.54 	 0.3600000000000001 	 0.96 	  Medical 
banker 	 1.54 	 2.02 	 0.48 	 0.954 	  Medical 
Wellington 	 2.02 	 2.62 	 0.6000000000000001 	 0.399 	  Medical 
McMillan," 	 2.62 	 3.88 	 1.2599999999999998 	 0.876 	  Medical 
said 	 3.88 	 4.04 	 0.16000000000000014 	 0.913 	  Medical 
the 	 4.04 	 4.16 	 0.1200000000000001 	 0.989 	  Medical 
pretty 	 4.16 	 4.36 	 0.20000000000000018 	 0.151 	  Medical 
nurse. 	 4.36 	 4.68 	 0.3199999999999994 	 0.973 	  Medical 
Yes, 	 5.2 	 5.64 	 0.4399999999999995 	 0.595 	  Medical 
said 	 6.26 	 6.46 	 0.20000000000000018 	 0.975 	  Medical 
Michael 	 6.46 	 6.76 	 0.2999999999999998 	 0.977 	  Medical 
Smith, 	 6.76 	 7.18 	 0.41999999999999993 	 0.98 	  Medical 
removing 	 7.36 	 7.7 	 0.33999999999999986 	 0.961 	  Medical 
his 	 7.7 	 7.94 	 0.2400000000000002 	 0.998 	  Medical 
gloves 	 7.94 	 8.26 	 0.3199999999999994 	 0.819 	  Medical 
slowly. 	 8.26 	 8.8 	 0.5400000000000009 	 0.984 	  Medical 
Who 	 9.32 	 9.6 	 0.27999999999999936 	 0.991 	  Medical 
has 	 9.6 	 9.92 	 0.3200000000000003 	 0.993 	  Medical 
the 	 9.92 	 10.08 	 0.16000000000000014 	 0.997 	  Medical 
case? 	 10.08 	 10.5 	 0.41999999999999993 	 0.996 	  Medical 
Dr. 	 10.96 	 11.3 	 0.33999999999999986 	 0.854 	  Medical 
Rensha 	 11.36 	 11.84 	 0.4800000000000004 	 0.694 	  Medical 
and 	 11.84 	 12.04 	 0.1999999999999993 	 0.916 	  Medical 
Dr. 	 12.04 	 12.3 	 0.26000000000000156 	 0.985 	  Medical 
Benbow, 	 12.38 	 12.84 	 0.4599999999999991 	 0.602 	  Medical 
but 	 13.32 	 13.48 	 0.16000000000000014 	 0.984 	  Medical 
there 	 13.48 	 13.66 	 0.17999999999999972 	 0.997 	  Medical 
are 	 13.66 	 13.74 	 0.08000000000000007 	 0.992 	  Medical 
two 	 13.74 	 13.98 	 0.2400000000000002 	 0.976 	  Medical 
specialists 	 13.98 	 14.5 	 0.5199999999999996 	 0.962 	  Medical 
here. 	 14.5 	 14.92 	 0.41999999999999993 	 0.98 	  Medical 
Dr. 	 15.5 	 15.8 	 0.3000000000000007 	 0.984 	  Medical 
Remington 	 15.88 	 16.28 	 0.40000000000000036 	 0.931 	  Medical 
from 	 16.28 	 16.52 	 0.23999999999999844 	 0.97 	  Medical 
New 	 16.52 	 16.72 	 0.1999999999999993 	 0.999 	  Medical 
York 	 16.72 	 17 	 0.28000000000000114 	 0.998 	  Medical 
and 	 17 	 17.26 	 0.26000000000000156 	 0.984 	  Medical 
Dr. 	 17.26 	 17.52 	 0.259999999999998 	 0.995 	  Medical 
Mithford 	 17.56 	 17.92 	 0.360000000000003 	 0.636 	  Medical 
from 	 17.92 	 18.14 	 0.21999999999999886 	 0.995 	  Medical 
London. 	 18.14 	 18.52 	 0.379999999999999 	 0.987 	  Medical 
He 	 18.9 	 19.14 	 0.240000000000002 	 0.992 	  Medical 
flew 	 19.14 	 19.36 	 0.21999999999999886 	 0.992 	  Medical 
over. 	 19.36 	 19.8 	 0.4400000000000013 	 0.999 	  Medical 
A 	 20.22 	 20.4 	 0.17999999999999972 	 0.643 	  Medical 
door 	 20.4 	 20.68 	 0.28000000000000114 	 0.991 	  Medical 
opened 	 20.68 	 21.02 	 0.33999999999999986 	 0.816 	  Medical 
down 	 21.02 	 21.28 	 0.26000000000000156 	 0.997 	  Medical 
a 	 21.28 	 21.52 	 0.23999999999999844 	 0.893 	  Medical 
long, 	 21.52 	 21.84 	 0.3200000000000003 	 0.988 	  Medical 
cool 	 22.02 	 22.2 	 0.17999999999999972 	 0.989 	  Medical 
corridor 	 22.2 	 22.56 	 0.35999999999999943 	 0.986 	  Medical 
and 	 22.56 	 22.92 	 0.360000000000003 	 0.861 	  Medical 
Dr. 	 22.92 	 23.18 	 0.259999999999998 	 0.964 	  Medical 
Rensha 	 23.26 	 23.64 	 0.379999999999999 	 0.974 	  Medical 
came 	 23.64 	 23.84 	 0.1999999999999993 	 0.991 	  Medical 
out. 	 23.84 	 24.32 	 0.4800000000000004 	 0.99 	  Medical 
He 	 24.54 	 24.74 	 0.1999999999999993 	 0.991 	  Medical 
looked, 	 24.74 	 25.08 	 0.33999999999999986 	 0.997 	  Medical 
distraught 	 25.4 	 25.76 	 0.360000000000003 	 0.957 	  Medical 
and 	 25.76 	 25.88 	 0.11999999999999744 	 0.523 	  Medical 
haggard. 	 25.88 	 26.34 	 0.46000000000000085 	 0.809 	  Medical 
Hello, 	 26.82 	 27.18 	 0.35999999999999943 	 0.683 	  Medical 
Michael. 	 27.44 	 27.72 	 0.2799999999999976 	 0.99 	  Medical 
He 	 27.74 	 28.36 	 0.620000000000001 	 0.536 	  Medical 
said. 	 28.36 	 28.68 	 0.3200000000000003 	 0.997 	  Medical 
Having 	 29.24 	 29.48 	 0.240000000000002 	 0.972 	  Medical 
the 	 29.48 	 29.7 	 0.21999999999999886 	 0.996 	  Medical 
devil's 	 29.7 	 30.18 	 0.4800000000000004 	 0.857 	  Medical 
own 	 30.18 	 30.38 	 0.1999999999999993 	 0.982 	  Medical 
time 	 30.38 	 30.64 	 0.26000000000000156 	 0.995 	  Medical 
with 	 30.64 	 30.86 	 0.21999999999999886 	 0.994 	  Medical 
McMillan, 	 30.86 	 31.58 	 0.7199999999999989 	 0.994 	  Medical 
the 	 31.82 	 31.94 	 0.120000000000001 	 0.618 	  Medical 
millionaire 	 31.94 	 32.32 	 0.379999999999999 	 0.973 	  Medical 
banker 	 32.32 	 32.76 	 0.4399999999999977 	 0.98 	  Medical 
and 	 32.76 	 33.04 	 0.28000000000000114 	 0.721 	  Medical 
close 	 33.04 	 33.34 	 0.30000000000000426 	 0.944 	  Medical 
personal 	 33.34 	 33.8 	 0.45999999999999375 	 0.931 	  Medical 
friend 	 33.84 	 34.16 	 0.3199999999999932 	 0.977 	  Medical 
of 	 34.16 	 34.34 	 0.18000000000000682 	 0.99 	  Medical 
Roosevelt, 	 34.34 	 34.84 	 0.5 	 0.93 	  Medical 
obstriosis 	 35.52 	 36.16 	 0.6399999999999935 	 0.46 	  Medical 
of 	 36.16 	 36.44 	 0.28000000000000114 	 0.998 	  Medical 
the 	 36.44 	 36.58 	 0.14000000000000057 	 0.996 	  Medical 
ductile 	 36.58 	 36.98 	 0.3999999999999986 	 0.653 	  Medical 
tract, 	 36.98 	 37.42 	 0.44000000000000483 	 0.97 	  Medical 
tertiary, 	 37.84 	 38.48 	 0.6399999999999935 	 0.931 	  Medical 
wish 	 38.72 	 39.04 	 0.3200000000000003 	 0.757 	  Medical 
you'd 	 39.04 	 39.38 	 0.3400000000000034 	 0.927 	  Medical 
take 	 39.38 	 39.44 	 0.05999999999999517 	 0.988 	  Medical 
a 	 39.44 	 39.58 	 0.14000000000000057 	 0.995 	  Medical 
look 	 39.58 	 39.66 	 0.0799999999999983 	 0.936 	  Medical 
at 	 39.66 	 39.94 	 0.28000000000000114 	 0.993 	  Medical 
him, 	 39.94 	 40.38 	 0.44000000000000483 	 0.996 	  Medical 
glad 	 40.64 	 40.94 	 0.29999999999999716 	 0.923 	  Medical 
to, 	 40.94 	 41.56 	 0.6200000000000045 	 0.746 	  Medical 
said 	 41.84 	 42.02 	 0.17999999999999972 	 0.995 	  Medical 
Michael. 	 42.02 	 42.42 	 0.3999999999999986 	 0.99 	  Medical 
In 	 43.18 	 43.4 	 0.21999999999999886 	 0.998 	  Medical 
the 	 43.4 	 43.52 	 0.12000000000000455 	 0.999 	  Medical 
operating 	 43.52 	 44 	 0.4799999999999969 	 0.988 	  Medical 
room 	 44 	 44.4 	 0.3999999999999986 	 1.0 	  Medical 
there 	 44.4 	 44.64 	 0.240000000000002 	 0.729 	  Medical 
were 	 44.64 	 44.84 	 0.20000000000000284 	 0.998 	  Medical 
whispered 	 44.84 	 45.32 	 0.4799999999999969 	 0.98 	  Medical 
introductions. 	 45.32 	 45.98 	 0.6599999999999966 	 0.985 	  Medical 
Dr. 	 46.76 	 47.24 	 0.480000000000004 	 0.9 	  Medical 
Remington, 	 47.38 	 48.28 	 0.8999999999999986 	 0.979 	  Medical 
Dr. 	 48.68 	 48.98 	 0.29999999999999716 	 0.974 	  Medical 
Smith, 	 49.18 	 49.5 	 0.3200000000000003 	 0.98 	  Medical 
Dr. 	 50.04 	 50.24 	 0.20000000000000284 	 0.934 	  Medical 
Mithford, 	 50.34 	 50.8 	 0.45999999999999375 	 0.956 	  Medical 
Dr. 	 51.42 	 51.66 	 0.23999999999999488 	 0.956 	  Medical 
Smith. 	 51.86 	 52.26 	 0.3999999999999986 	 0.956 	  Medical 
I've 	 52.62 	 52.94 	 0.3200000000000003 	 0.979 	  Medical 
read 	 52.94 	 53.08 	 0.14000000000000057 	 0.999 	  Medical 
your 	 53.08 	 53.28 	 0.20000000000000284 	 0.993 	  Medical 
book 	 53.28 	 53.52 	 0.240000000000002 	 0.995 	  Medical 
on 	 53.52 	 53.78 	 0.259999999999998 	 0.995 	  Medical 
streptethrocosis, 	 53.78 	 54.94 	 1.1599999999999966 	 0.547 	  Medical 
said 	 55.36 	 55.52 	 0.1600000000000037 	 0.939 	  Medical 
Mithford, 	 55.52 	 56.22 	 0.6999999999999957 	 0.99 	  Medical 
shaking 	 56.5 	 56.76 	 0.259999999999998 	 0.856 	  Medical 
hands, 	 56.76 	 57.24 	 0.480000000000004 	 0.995 	  Medical 
a 	 57.74 	 57.92 	 0.17999999999999972 	 0.576 	  Medical 
brilliant 	 57.92 	 58.26 	 0.3399999999999963 	 0.974 	  Medical 
performance 	 58.26 	 58.88 	 0.6200000000000045 	 0.828 	  Medical 
sir. 	 58.92 	 59.3 	 0.37999999999999545 	 0.602 	  Medical 
Thank 	 59.84 	 60.18 	 0.3399999999999963 	 0.987 	  Medical 
you, 	 60.18 	 60.7 	 0.5200000000000031 	 0.987 	  Medical 
said 	 60.96 	 61.14 	 0.17999999999999972 	 0.994 	  Medical 
Michael 	 61.14 	 61.44 	 0.29999999999999716 	 0.975 	  Medical 
Smith. 	 61.44 	 61.88 	 0.44000000000000483 	 0.993 	  Medical 
Didn't 	 62.2 	 62.52 	 0.3200000000000003 	 0.979 	  Medical 
know 	 62.52 	 62.8 	 0.27999999999999403 	 0.996 	  Medical 
you 	 62.8 	 62.92 	 0.12000000000000455 	 0.994 	  Medical 
were 	 62.92 	 63.12 	 0.19999999999999574 	 0.998 	  Medical 
in 	 63.12 	 63.26 	 0.14000000000000057 	 0.996 	  Medical 
the 	 63.26 	 63.52 	 0.2600000000000051 	 0.996 	  Medical 
States, 	 63.52 	 63.8 	 0.27999999999999403 	 0.531 	  Medical 
Michael. 	 64.12 	 64.5 	 0.37999999999999545 	 0.99 	  Medical 
Grumbled 	 64.76 	 65.2 	 0.4399999999999977 	 0.869 	  Medical 
Remington. 	 65.2 	 65.74 	 0.539999999999992 	 0.976 	  Medical 
Coles 	 66.2 	 66.64 	 0.4399999999999977 	 0.657 	  Medical 
to 	 66.64 	 66.76 	 0.12000000000000455 	 0.975 	  Medical 
Newcastle, 	 66.76 	 67.58 	 0.8199999999999932 	 0.857 	  Medical 
bringing 	 67.96 	 68.12 	 0.1600000000000108 	 0.976 	  Medical 
Mithford 	 68.12 	 68.62 	 0.5 	 0.919 	  Medical 
and 	 68.62 	 68.84 	 0.21999999999999886 	 0.997 	  Medical 
me 	 68.84 	 69.06 	 0.21999999999999886 	 0.716 	  Medical 
up 	 69.06 	 69.32 	 0.2599999999999909 	 0.986 	  Medical 
here 	 69.32 	 69.56 	 0.2400000000000091 	 0.994 	  Medical 
for 	 69.56 	 69.72 	 0.1599999999999966 	 0.99 	  Medical 
a 	 69.72 	 69.84 	 0.12000000000000455 	 0.934 	  Medical 
tertiary. 	 69.84 	 70.36 	 0.519999999999996 	 0.995 	  Medical 
You 	 70.42 	 71.02 	 0.5999999999999943 	 0.996 	  Medical 
are 	 71.02 	 71.24 	 0.21999999999999886 	 0.985 	  Medical 
very 	 71.24 	 71.64 	 0.4000000000000057 	 0.994 	  Medical 
kind, 	 71.64 	 72.06 	 0.4200000000000017 	 0.992 	  Medical 
said 	 72.58 	 72.74 	 0.1599999999999966 	 0.988 	  Medical 
Michael. 	 72.74 	 73.34 	 0.6000000000000085 	 0.996 	  Medical 
A 	 73.46 	 73.8 	 0.3400000000000034 	 0.993 	  Medical 
huge, 	 73.8 	 74.14 	 0.3400000000000034 	 0.996 	  Medical 
complicated 	 74.14 	 74.76 	 0.6200000000000045 	 0.994 	  Medical 
machine 	 74.76 	 75.52 	 0.7599999999999909 	 0.996 	  Medical 
connected 	 75.52 	 76.14 	 0.6200000000000045 	 0.618 	  Medical 
to 	 76.14 	 76.34 	 0.20000000000000284 	 0.994 	  Medical 
the 	 76.34 	 76.6 	 0.2599999999999909 	 0.998 	  Medical 
operating 	 76.6 	 76.86 	 0.2600000000000051 	 0.994 	  Medical 
table 	 76.86 	 77.3 	 0.4399999999999977 	 0.992 	  Medical 
with 	 77.3 	 77.6 	 0.29999999999999716 	 0.953 	  Medical 
many 	 77.6 	 77.86 	 0.2600000000000051 	 0.991 	  Medical 
tubes 	 77.86 	 78.14 	 0.28000000000000114 	 0.977 	  Medical 
and 	 78.14 	 78.36 	 0.21999999999999886 	 0.988 	  Medical 
wires, 	 78.36 	 78.98 	 0.6200000000000045 	 0.907 	  Medical 
